geneID,test,log2FoldChange,pvalue,From,Gene Names,Gene Name
Lig1,group2/group1,-0.49,0.609577127881486,Lig1,LIG1,LIG1
Lig1,group2/group1,-0.49,0.609577127881486,Lig1,LRIG1 LIG1,LRIG1
Lig3,group2/group1,0.1,0.946551306672793,Lig3,LIG3,LIG3
Lig3,group2/group1,0.1,0.946551306672793,Lig3,LRIG3 LIG3 UNQ287/PRO326/PRO335,LRIG3
Lig4,group2/group1,0.0,1.0,Lig4,LIG4,LIG4
Lilra5,group2/group1,-1.54,0.50678244237783,Lilra5,LILRA5 ILT11 LILRB7 LIR9,LILRA5
Lilra6,group2/group1,-3.1,0.0901100922542817,Lilra6,LILRA6 ILT8,LILRA6
Lilrb4,group2/group1,0.28,0.761316433981571,Lilrb4,LILRB4 ILT3 LIR5,LILRB4
Lim2,group2/group1,0.0,1.0,Lim2,LIM2,LIM2
Lima1,group2/group1,0.97,0.175127519516699,Lima1,LIMA1 EPLIN SREBP3 PP624,LIMA1
Limch1,group2/group1,3.67,0.28526109779315,Limch1,LIMCH1 KIAA1102,LIMCH1
Limd1,group2/group1,-0.13,0.829682266805221,Limd1,LIMD1,LIMD1
Limd2,group2/group1,0.08,0.845638747636736,Limd2,LIMD2 SB143,LIMD2
Lime1,group2/group1,5.84,0.182043250472756,Lime1,LIME1 LIME LP8067,LIME1
Limk1,group2/group1,-7.0,0.0785520223642606,Limk1,LIMK1 LIMK,LIMK1
Limk2,group2/group1,-4.02,0.260051883508528,Limk2,LIMK2,LIMK2
Lims1,group2/group1,-0.14,0.721533109939141,Lims1,LIMS1 PINCH PINCH1,LIMS1
Lims2,group2/group1,0.0,1.0,Lims2,LIMS2 PINCH2,LIMS2
Lin28a,group2/group1,0.0,1.0,Lin28a,LIN28A CSDD1 LIN28 ZCCHC1,LIN28A
Lin28b,group2/group1,0.0,1.0,Lin28b,LIN28B CSDD2,LIN28B
Lin37,group2/group1,-0.88,0.465558720593036,Lin37,LIN37 MSTP064,LIN37
Lin52,group2/group1,-6.46,0.165448223829233,Lin52,LIN52 C14orf46,LIN52
Lin54,group2/group1,-0.26,0.892887877578314,Lin54,LIN54 CXCDC1 KIAA2037,LIN54
Lin7a,group2/group1,0.0,1.0,Lin7a,LIN7A MALS1 VELI1,LIN7A
Lin7b,group2/group1,0.0,1.0,Lin7b,LIN7B MALS2 VELI2 UNQ3116/PRO10200,LIN7B
Lin7c,group2/group1,0.6,0.335723762844781,Lin7c,LIN7C MALS3 VELI3,LIN7C
Lin9,group2/group1,0.0,1.0,Lin9,LIN9 BARA TGS,LIN9
Lingo1,group2/group1,0.0,1.0,Lingo1,LINGO1 LERN1 LRRN6A UNQ201/PRO227,LINGO1
Lingo2,group2/group1,0.0,1.0,Lingo2,LINGO2 LERN3 LRRN6C UNQ9234/PRO31993,LINGO2
Lingo3,group2/group1,0.0,1.0,Lingo3,LINGO3 LERN2 LRRN6B,LINGO3
Lingo4,group2/group1,0.0,1.0,Lingo4,LINGO4 LRRN6D UNQ9248/PRO34002,LINGO4
Lins,group2/group1,0.0,1.0,Lins,LINS1 LINS WINS1,LINS1
Lipa,group2/group1,0.24,0.625958724110812,Lipa,LIPA,LIPA
Lipc,group2/group1,0.0,1.0,Lipc,LIPC HTGL,LIPC
Lipe,group2/group1,0.39,0.641843893488635,Lipe,LIPE,LIPE
Lipf,group2/group1,0.0,1.0,Lipf,LIPF,LIPF
Lipg,group2/group1,-2.12,0.428855180921611,Lipg,LIPG UNQ387/PRO719,LIPG
Liph,group2/group1,0.0,1.0,Liph,LIPH LPDLR MPAPLA1 PLA1B,LIPH
Lipi,group2/group1,0.0,1.0,Lipi,LIPI LPDL PRED5,LIPI
Lipk,group2/group1,0.0,1.0,Lipk,LIPK LIPL2,LIPK
Lipm,group2/group1,0.0,1.0,Lipm,LIPM LIPL3,LIPM
Lipn,group2/group1,0.0,1.0,Lipn,LIPN LIPL4,LIPN
Lipt1,group2/group1,-5.78,0.212981483141105,Lipt1,LIPT1,LIPT1
Lipt2,group2/group1,0.0,1.0,Lipt2,LIPT2,LIPT2
Litaf,group2/group1,0.31,0.413880238510777,Litaf,LITAF PIG7 SIMPLE,LITAF
Lix1,group2/group1,0.0,1.0,Lix1,LIX1 C5orf11,LIX1
Lix1l,group2/group1,0.0,1.0,Lix1l,LIX1L,LIX1L
Lkaaear1,group2/group1,0.0,1.0,Lkaaear1,LKAAEAR1 C20orf201,LKAAEAR1
Llgl1,group2/group1,1.95,0.120728592273102,Llgl1,LLGL1 DLG4 HUGL HUGL1,LLGL1
Llgl2,group2/group1,-5.23,0.238655093448516,Llgl2,LLGL2,LLGL2
Llph,group2/group1,-0.24,0.625831239600482,Llph,LLPH C12orf31 cPERP-G,LLPH
Lman1,group2/group1,0.21,0.707772612636914,Lman1,LMAN1 ERGIC53 F5F8D,LMAN1
Lman1l,group2/group1,0.0,1.0,Lman1l,LMAN1L ERGL UNQ2784/PRO7174,LMAN1L
Lman2,group2/group1,-0.46,0.177616410637622,Lman2,LMAN2 C5orf8,LMAN2
Lman2l,group2/group1,0.56,0.764392367419174,Lman2l,LMAN2L VIPL PSEC0028 UNQ368/PRO704,LMAN2L
Lmbr1,group2/group1,3.48,0.311897774199901,Lmbr1,LMBR1 C7orf2 DIF14,LMBR1
Lmbr1l,group2/group1,0.3,0.810454413261463,Lmbr1l,LMBR1L KIAA1174 LIMR UNQ458/PRO783,LMBR1L
Lmbrd1,group2/group1,0.17,0.746898241066948,Lmbrd1,LMBRD1 C6orf209 NESI BM-021 CD001 MSTP044,LMBRD1
Lmbrd2,group2/group1,0.18,0.923029615542988,Lmbrd2,LMBRD2,LMBRD2
Lmcd1,group2/group1,0.0,1.0,Lmcd1,LMCD1,LMCD1
Lmf1,group2/group1,0.95,0.296604286867759,Lmf1,LMF1 C16orf26 TMEM112 HMFN1876 JFP11,LMF1
Lmf2,group2/group1,-0.82,0.292305957066199,Lmf2,LMF2 TMEM112B TMEM153,LMF2
Lmln,group2/group1,-6.08,0.194292729431028,Lmln,LMLN,LMLN
Lmna,group2/group1,1.63,0.0289487119905968,Lmna,LMNA LMN1,LMNA
Lmnb1,group2/group1,0.06,0.836656827126947,Lmnb1,LMNB1 LMN2 LMNB,LMNB1
Lmnb2,group2/group1,0.62,0.840345228277129,Lmnb2,LMNB2 LMN2,LMNB2
Lmntd2,group2/group1,-5.83,0.20983792191741,Lmntd2,LMNTD2 C11orf35,LMNTD2
Lmo1,group2/group1,0.14,0.917223809941052,Lmo1,LMO1 RBTN1 RHOM1 TTG1,LMO1
Lmo2,group2/group1,-1.14,0.575417953154451,Lmo2,LMO2 RBTN2 RBTNL1 RHOM2 TTG2,LMO2
Lmo3,group2/group1,0.0,1.0,Lmo3,LMO3 RBTN3 RBTNL2 RHOM3,LMO3
Lmo4,group2/group1,-1.81,0.297658483411171,Lmo4,LMO4,LMO4
Lmo7,group2/group1,7.91,0.045914708021799,Lmo7,LMO7 FBX20 FBXO20 KIAA0858,LMO7
Lmod1,group2/group1,0.0,1.0,Lmod1,LMOD1,LMOD1
Lmod2,group2/group1,0.0,1.0,Lmod2,LMOD2,LMOD2
Lmod3,group2/group1,0.0,1.0,Lmod3,LMOD3,LMOD3
Lmtk2,group2/group1,-2.71,0.415843325301741,Lmtk2,LMTK2 AATYK2 BREK KIAA1079 KPI2 LMR2,LMTK2
Lmtk3,group2/group1,0.0,1.0,Lmtk3,LMTK3 KIAA1883 TYKLM3,LMTK3
Lmx1a,group2/group1,0.0,1.0,Lmx1a,LMX1A,LMX1A
Lmx1b,group2/group1,0.0,1.0,Lmx1b,LMX1B,LMX1B
Lnp,group2/group1,-0.49,0.766478028341281,Lnp,LNPK KIAA1715 LNP,LNPK
Lnpep,group2/group1,0.46,0.42559271302733,Lnpep,LNPEP OTASE,LNPEP
Lnx1,group2/group1,1.26,0.707300685030406,Lnx1,LNX1 LNX PDZRN2 UNQ574/PRO1136,LNX1
Lnx2,group2/group1,-3.15,0.240582670962242,Lnx2,LNX2 PDZRN1,LNX2
Loh12cr1,group2/group1,-1.25,0.624659373004527,Loh12cr1,BORCS5 LOH12CR1,BORCS5
Lonp1,group2/group1,0.33,0.75638096503563,Lonp1,LONP1 PRSS15,LONP1
Lonp2,group2/group1,0.29,0.626267276251585,Lonp2,LONP2 LONP,LONP2
Lonrf1,group2/group1,5.35,0.223988158836477,Lonrf1,LONRF1 RNF191,LONRF1
Lonrf2,group2/group1,0.0,1.0,Lonrf2,LONRF2 RNF192,LONRF2
Lonrf3,group2/group1,0.29,0.915391337161364,Lonrf3,LONRF3 RNF127,LONRF3
Lor,group2/group1,0.0,1.0,Lor,LORICRIN LOR LRN,LORICRIN
Lox,group2/group1,0.0,1.0,Lox,LOX,LOX
Loxhd1,group2/group1,0.0,1.0,Loxhd1,LOXHD1,LOXHD1
Loxl1,group2/group1,0.0,1.0,Loxl1,LOXL1 LOXL,LOXL1
Loxl2,group2/group1,6.04,0.186031364759657,Loxl2,LOXL2,LOXL2
Loxl3,group2/group1,0.0,1.0,Loxl3,LOXL3 LOXL,LOXL3
Loxl4,group2/group1,7.38,0.0820568938324116,Loxl4,LOXL4 LOXC,LOXL4
Lpar1,group2/group1,-6.65,0.108673416208092,Lpar1,LPAR1 EDG2 LPA1,LPAR1
Lpar2,group2/group1,-1.53,0.507349087703066,Lpar2,LPAR2 EDG4 LPA2,LPAR2
Lpar3,group2/group1,0.0,1.0,Lpar3,LPAR3 EDG7 LPA3,LPAR3
Lpar4,group2/group1,0.0,1.0,Lpar4,LPAR4 GPR23 LPA4 P2RY9,LPAR4
Lpar5,group2/group1,0.0,1.0,Lpar5,LPAR5 GPR92 GPR93,LPAR5
Lpar6,group2/group1,0.13,0.870489614659823,Lpar6,LPAR6 P2RY5,LPAR6
Lpcat1,group2/group1,-0.42,0.559580531397443,Lpcat1,LPCAT1 AYTL2 PFAAP3,LPCAT1
Lpcat2,group2/group1,1.12,0.0126086142239412,Lpcat2,LPCAT2 AGPAT11 AYTL1,LPCAT2
Lpcat3,group2/group1,-0.3,0.700880379471516,Lpcat3,LPCAT3 MBOAT5 OACT5,LPCAT3
Lpcat4,group2/group1,-0.58,0.693754596914639,Lpcat4,LPCAT4 AGPAT7 AYTL3 LPEAT2,LPCAT4
Lpcat4,group2/group1,-0.58,0.693754596914639,Lpcat4,MBOAT2 LPCAT4 OACT2,MBOAT2
Lpgat1,group2/group1,-3.44,0.117408667149812,Lpgat1,LPGAT1 FAM34A KIAA0205,LPGAT1
Lpin1,group2/group1,0.27,0.914874315537306,Lpin1,LPIN1 KIAA0188,LPIN1
Lpin2,group2/group1,1.01,0.423611492282406,Lpin2,LPIN2 KIAA0249,LPIN2
Lpin3,group2/group1,-1.53,0.507349087703066,Lpin3,LPIN3 LIPN3L,LPIN3
Lpl,group2/group1,1.27,0.661887167095058,Lpl,LPL LIPD,LPL
Lpo,group2/group1,0.0,1.0,Lpo,LPO SAPX,LPO
Lpp,group2/group1,0.9,0.335137961913352,Lpp,LPP,LPP
Lppr1,group2/group1,0.0,1.0,Lppr1,PLPPR1 LPPR1 PRG3,PLPPR1
Lppr2,group2/group1,6.19,0.175730825722645,Lppr2,PLPPR2 LPPR2 PRG4,PLPPR2
Lppr3,group2/group1,0.86,0.794212698066159,Lppr3,PLPPR3 LPPR3 PHP2 PRG2,PLPPR3
Lppr4,group2/group1,0.0,1.0,Lppr4,PLPPR4 KIAA0455 LPPR4 PHP1 PRG1,PLPPR4
Lppr5,group2/group1,0.0,1.0,Lppr5,PLPPR5 LPPR5 PAP2D PRG5,PLPPR5
Lpxn,group2/group1,-0.38,0.506129317501481,Lpxn,LPXN LDLP,LPXN
Lrat,group2/group1,0.0,1.0,Lrat,LRAT,LRAT
Lrba,group2/group1,0.51,0.812583312551395,Lrba,LRBA BGL CDC4L LBA,LRBA
Lrch1,group2/group1,-0.87,0.469265046307855,Lrch1,LRCH1 CHDC1 KIAA1016,LRCH1
Lrch2,group2/group1,0.0,1.0,Lrch2,LRCH2 KIAA1495,LRCH2
Lrch3,group2/group1,-2.5,0.325769962889848,Lrch3,LRCH3,LRCH3
Lrch4,group2/group1,0.0,1.0,Lrch4,LRCH4 LRN LRRN1 LRRN4,LRCH4
Lrcol1,group2/group1,0.0,1.0,Lrcol1,LRCOL1,LRCOL1
Lrfn1,group2/group1,0.0,1.0,Lrfn1,LRFN1 KIAA1484 SALM2,LRFN1
Lrfn2,group2/group1,0.0,1.0,Lrfn2,LRFN2 KIAA1246 SALM1,LRFN2
Lrfn3,group2/group1,0.0,1.0,Lrfn3,LRFN3 SALM4 UNQ5865/PRO34192,LRFN3
Lrfn4,group2/group1,0.0,1.0,Lrfn4,LRFN4 SALM3,LRFN4
Lrfn5,group2/group1,0.0,1.0,Lrfn5,LRFN5 C14orf146 SALM5,LRFN5
Lrg1,group2/group1,0.0,1.0,Lrg1,LRG1 LRG,LRG1
Lrguk,group2/group1,0.0,1.0,Lrguk,LRGUK,LRGUK
Lrif1,group2/group1,-2.86,0.322979966413603,Lrif1,LRIF1 C1orf103 RIF1,LRIF1
Lrig1,group2/group1,0.0,1.0,Lrig1,LRIG1 LIG1,LRIG1
Lrig2,group2/group1,-4.08,0.283608759898368,Lrig2,LRIG2 KIAA0806 LIG2,LRIG2
Lrig3,group2/group1,0.0,1.0,Lrig3,LRIG3 LIG3 UNQ287/PRO326/PRO335,LRIG3
Lrit1,group2/group1,0.0,1.0,Lrit1,LRIT1 LRRC21 PAL,LRIT1
Lrit2,group2/group1,0.0,1.0,Lrit2,LRIT2 LRRC22,LRIT2
Lrit3,group2/group1,0.0,1.0,Lrit3,LRIT3,LRIT3
Lrmp,group2/group1,-0.13,0.903783856764179,Lrmp,IRAG2 JAW1 LRMP,IRAG2
Lrp1,group2/group1,2.88,0.0271749461048331,Lrp1,LRP1 A2MR APR,LRP1
Lrp10,group2/group1,0.01,0.984795004356914,Lrp10,LRP4 KIAA0816 LRP10 MEGF7,LRP4
Lrp10,group2/group1,0.01,0.984795004356914,Lrp10,LRP10 MSTP087 SP220 UNQ389/PRO724,LRP10
Lrp11,group2/group1,0.0,1.0,Lrp11,LRP11,LRP11
Lrp12,group2/group1,7.38,0.0478442880781156,Lrp12,LRP12 ST7,LRP12
Lrp1b,group2/group1,0.0,1.0,Lrp1b,LRP1B LRPDIT,LRP1B
Lrp2,group2/group1,0.0,1.0,Lrp2,LRP2,LRP2
Lrp2bp,group2/group1,0.0,1.0,Lrp2bp,LRP2BP KIAA1325,LRP2BP
Lrp3,group2/group1,0.0,1.0,Lrp3,LRP3,LRP3
Lrp4,group2/group1,-3.62,0.305742154137902,Lrp4,LRP4 KIAA0816 LRP10 MEGF7,LRP4
Lrp5,group2/group1,-3.95,0.265513965606082,Lrp5,LRP5 LR3 LRP7,LRP5
Lrp6,group2/group1,4.55,0.0883276686011261,Lrp6,LRP6,LRP6
Lrp8,group2/group1,1.59,0.580692124557096,Lrp8,LRP8 APOER2,LRP8
Lrpap1,group2/group1,0.45,0.373970994525728,Lrpap1,LRPAP1 A2MRAP,LRPAP1
Lrpprc,group2/group1,0.47,0.664856704370276,Lrpprc,LRPPRC LRP130,LRPPRC
Lrr1,group2/group1,-5.9,0.170518321409021,Lrr1,LRR1 PPIL5,LRR1
Lrrc1,group2/group1,-6.72,0.1022244577515,Lrrc1,LRRC1 LANO,LRRC1
Lrrc10,group2/group1,0.0,1.0,Lrrc10,LRRC10,LRRC10
Lrrc10b,group2/group1,0.0,1.0,Lrrc10b,LRRC10B,LRRC10B
Lrrc14,group2/group1,-0.56,0.82223744857536,Lrrc14,LRRC14 KIAA0014,LRRC14
Lrrc14b,group2/group1,0.0,1.0,Lrrc14b,LRRC14B,LRRC14B
Lrrc15,group2/group1,7.48,0.0746089647825745,Lrrc15,LRRC15 LIB,LRRC15
Lrrc16a,group2/group1,8.75,0.0204894399001484,Lrrc16a,CARMIL1 CARMIL LRRC16 LRRC16A,CARMIL1
Lrrc16b,group2/group1,0.0,1.0,Lrrc16b,CARMIL3 C14orf121 LRRC16B,CARMIL3
Lrrc17,group2/group1,0.0,1.0,Lrrc17,LRRC17 P37NB UNQ3076/PRO9909,LRRC17
Lrrc18,group2/group1,0.16,0.959163993025554,Lrrc18,LRRC18 UNQ9338/PRO34010,LRRC18
Lrrc19,group2/group1,0.0,1.0,Lrrc19,LRRC19,LRRC19
Lrrc2,group2/group1,-6.01,0.19878864549806,Lrrc2,LRRC2,LRRC2
Lrrc20,group2/group1,-6.68,0.106487116568887,Lrrc20,LRRC20 UNQ2429/PRO4989,LRRC20
Lrrc23,group2/group1,0.0,1.0,Lrrc23,LRRC23 LRPB7,LRRC23
Lrrc24,group2/group1,0.0,1.0,Lrrc24,LRRC24,LRRC24
Lrrc25,group2/group1,-0.12,0.839461121648886,Lrrc25,LRRC25 MAPA UNQ6169/PRO20174,LRRC25
Lrrc26,group2/group1,0.0,1.0,Lrrc26,LRRC26 CAPC,LRRC26
Lrrc27,group2/group1,0.0,1.0,Lrrc27,LRRC27 KIAA1674,LRRC27
Lrrc28,group2/group1,-3.29,0.387476410743478,Lrrc28,LRRC28 UNQ436/PRO867,LRRC28
Lrrc3,group2/group1,-7.27,0.0545619277419764,Lrrc3,LRRC3 C21orf102 LRRC3A UNQ9233/PRO31982,LRRC3
Lrrc30,group2/group1,1.6,0.470266616207568,Lrrc30,LRRC30,LRRC30
Lrrc32,group2/group1,7.02,0.00386696199109966,Lrrc32,LRRC32 D11S833E,LRRC32
Lrrc34,group2/group1,0.0,1.0,Lrrc34,LRRC34,LRRC34
Lrrc36,group2/group1,0.0,1.0,Lrrc36,LRRC36 RORBP70,LRRC36
Lrrc38,group2/group1,0.0,1.0,Lrrc38,LRRC38,LRRC38
Lrrc38,group2/group1,0.0,1.0,Lrrc38,LRRC38,LRRC38
Lrrc39,group2/group1,0.0,1.0,Lrrc39,LRRC39 UNQ6500/PRO21368,LRRC39
Lrrc3b,group2/group1,0.0,1.0,Lrrc3b,LRRC3B LRP15 UNQ195/PRO221,LRRC3B
Lrrc4,group2/group1,0.0,1.0,Lrrc4,LRRC4 BAG NAG14 UNQ554/PRO1111,LRRC4
Lrrc40,group2/group1,-1.57,0.366293347874528,Lrrc40,LRRC40,LRRC40
Lrrc41,group2/group1,-0.01,0.991799318099036,Lrrc41,LRRC41 MUF1 PP7759,LRRC41
Lrrc42,group2/group1,1.16,0.19576951931182,Lrrc42,LRRC42,LRRC42
Lrrc43,group2/group1,0.0,1.0,Lrrc43,LRRC43,LRRC43
Lrrc45,group2/group1,0.53,0.725773233403065,Lrrc45,LRRC45,LRRC45
Lrrc46,group2/group1,0.0,1.0,Lrrc46,LRRC46,LRRC46
Lrrc47,group2/group1,-5.48,0.194086391292696,Lrrc47,LRRC47 KIAA1185,LRRC47
Lrrc48,group2/group1,0.0,1.0,Lrrc48,DRC3 LRRC48,DRC3
Lrrc49,group2/group1,-4.6,0.262955932008369,Lrrc49,LRRC49 CSTPP2,LRRC49
Lrrc4b,group2/group1,0.0,1.0,Lrrc4b,LRRC4B LRIG4,LRRC4B
Lrrc4c,group2/group1,0.0,1.0,Lrrc4c,LRRC4C KIAA1580 NGL1 UNQ292/PRO331,LRRC4C
Lrrc51,group2/group1,-2.88,0.4169484969011,Lrrc51,LRRC51 LRTOMT,LRRC51
Lrrc52,group2/group1,0.0,1.0,Lrrc52,LRRC52,LRRC52
Lrrc55,group2/group1,0.0,1.0,Lrrc55,LRRC55,LRRC55
Lrrc56,group2/group1,-5.68,0.219059166726973,Lrrc56,LRRC56,LRRC56
Lrrc57,group2/group1,-0.46,0.833881788984804,Lrrc57,LRRC57,LRRC57
Lrrc58,group2/group1,0.1,0.765312770089789,Lrrc58,LRRC58,LRRC58
Lrrc59,group2/group1,0.11,0.819636960375119,Lrrc59,LRRC59 PRO1855,LRRC59
Lrrc6,group2/group1,0.0,1.0,Lrrc6,DNAAF11 LRRC6 LRTP TSLRP,DNAAF11
Lrrc61,group2/group1,-0.88,0.782579355585145,Lrrc61,LRRC61,LRRC61
Lrrc63,group2/group1,0.0,1.0,Lrrc63,LRRC63,LRRC63
Lrrc66,group2/group1,0.0,1.0,Lrrc66,LRRC66,LRRC66
Lrrc69,group2/group1,0.0,1.0,Lrrc69,LRRC69,LRRC69
Lrrc7,group2/group1,0.0,1.0,Lrrc7,LRRC7 KIAA1365 LAP1,LRRC7
Lrrc71,group2/group1,-2.11,0.429431972688406,Lrrc71,LRRC71 C1orf92,LRRC71
Lrrc72,group2/group1,0.0,1.0,Lrrc72,LRRC72,LRRC72
Lrrc73,group2/group1,2.17,0.396816944435208,Lrrc73,LRRC73 C6orf154,LRRC73
Lrrc74a,group2/group1,0.0,1.0,Lrrc74a,LRRC74A C14orf166B LRRC74,LRRC74A
Lrrc74b,group2/group1,0.0,1.0,Lrrc74b,LRRC74B,LRRC74B
Lrrc75a,group2/group1,6.31,0.166908276898123,Lrrc75a,LRRC75A C17orf76 FAM211A,LRRC75A
Lrrc75b,group2/group1,0.0,1.0,Lrrc75b,LRRC75B C22orf36 FAM211B,LRRC75B
Lrrc8a,group2/group1,0.17,0.954634225055487,Lrrc8a,LRRC8A KIAA1437 LRRC8 SWELL1 UNQ221/PRO247,LRRC8A
Lrrc8b,group2/group1,0.0,1.0,Lrrc8b,LRRC8B KIAA0231 UNQ6413/PRO21207,LRRC8B
Lrrc8c,group2/group1,-0.53,0.327323852103096,Lrrc8c,LRRC8C AD158 FAD158,LRRC8C
Lrrc8d,group2/group1,-1.96,0.118307469227201,Lrrc8d,LRRC8D LRRC5 UNQ213/PRO239,LRRC8D
Lrrc8e,group2/group1,0.0,1.0,Lrrc8e,LRRC8E,LRRC8E
Lrrc9,group2/group1,0.0,1.0,Lrrc9,LRRC9,LRRC9
Lrrcc1,group2/group1,0.35,0.803032861453194,Lrrcc1,LRRCC1 CLERC KIAA1764,LRRCC1
Lrrd1,group2/group1,0.0,1.0,Lrrd1,LRRD1,LRRD1
Lrrfip1,group2/group1,0.2,0.520715310562721,Lrrfip1,LRRFIP1 GCF2 TRIP,LRRFIP1
Lrrfip2,group2/group1,-2.85,0.0969708467954823,Lrrfip2,LRRFIP2,LRRFIP2
Lrriq1,group2/group1,0.0,1.0,Lrriq1,LRRIQ1 KIAA1801,LRRIQ1
Lrriq3,group2/group1,0.0,1.0,Lrriq3,LRRIQ3 LRRC44,LRRIQ3
Lrriq4,group2/group1,0.0,1.0,Lrriq4,LRRIQ4 LRRC64,LRRIQ4
Lrrk1,group2/group1,1.13,0.192297026165226,Lrrk1,LRRK1 KIAA1790,LRRK1
Lrrk2,group2/group1,-3.91,0.00231469616264478,Lrrk2,LRRK2 PARK8,LRRK2
Lrrn1,group2/group1,0.0,1.0,Lrrn1,LRCH4 LRN LRRN1 LRRN4,LRCH4
Lrrn1,group2/group1,0.0,1.0,Lrrn1,LRRN1 KIAA1497 Nbla10449 UNQ693/PRO1338,LRRN1
Lrrn2,group2/group1,0.0,1.0,Lrrn2,LRRTM2 KIAA0416 LRRN2,LRRTM2
Lrrn2,group2/group1,0.0,1.0,Lrrn2,LRRN2 GAC1 LRRN5 UNQ256/PRO293,LRRN2
Lrrn3,group2/group1,0.0,1.0,Lrrn3,LRRN3 Nbla10363 UNQ194/PRO220,LRRN3
Lrrn4,group2/group1,0.0,1.0,Lrrn4,LRCH4 LRN LRRN1 LRRN4,LRCH4
Lrrn4,group2/group1,0.0,1.0,Lrrn4,LRRN4 C20orf75,LRRN4
Lrrn4cl,group2/group1,7.47,0.00822096085100086,Lrrn4cl,LRRN4CL UNQ728/PRO1410,LRRN4CL
Lrrtm1,group2/group1,0.0,1.0,Lrrtm1,LRRTM1 UNQ675/PRO1309,LRRTM1
Lrrtm2,group2/group1,3.47,0.22737760820233,Lrrtm2,LRRTM2 KIAA0416 LRRN2,LRRTM2
Lrrtm3,group2/group1,0.0,1.0,Lrrtm3,LRRTM3 UNQ803/PRO1693,LRRTM3
Lrrtm4,group2/group1,0.0,1.0,Lrrtm4,LRRTM4 UNQ3075/PRO9907,LRRTM4
Lrsam1,group2/group1,5.74,0.204168265257533,Lrsam1,LRSAM1 TAL UNQ6496/PRO21356,LRSAM1
Lrtm1,group2/group1,0.0,1.0,Lrtm1,LRTM1 HT017,LRTM1
Lrtm2,group2/group1,0.0,1.0,Lrtm2,LRTM2,LRTM2
Lrwd1,group2/group1,0.11,0.884078186759067,Lrwd1,LRWD1 CENP-33 ORCA,LRWD1
Lsamp,group2/group1,0.0,1.0,Lsamp,LSAMP IGLON3 LAMP,LSAMP
Lsg1,group2/group1,1.64,0.181120804477707,Lsg1,LSG1,LSG1
Lsm1,group2/group1,-1.04,0.0996277793409643,Lsm1,LSM1 CASM,LSM1
Lsm10,group2/group1,0.28,0.623909220592767,Lsm10,LSM10,LSM10
Lsm11,group2/group1,-5.32,0.217924132546007,Lsm11,LSM11,LSM11
Lsm12,group2/group1,-0.11,0.819753070677009,Lsm12,LSM12,LSM12
Lsm14a,group2/group1,-1.42,0.173140279572462,Lsm14a,LSM14A C19orf13 FAM61A RAP55 RAP55A,LSM14A
Lsm14b,group2/group1,-3.86,0.248199992861573,Lsm14b,LSM14B C20orf40 FAM61B RAP55B,LSM14B
Lsm2,group2/group1,-1.17,0.103035241887469,Lsm2,LSM2 C6orf28 G7B,LSM2
Lsm3,group2/group1,-1.01,0.327741265446932,Lsm3,LSM3 MDS017,LSM3
Lsm4,group2/group1,-0.46,0.242754904996239,Lsm4,LSM4,LSM4
Lsm5,group2/group1,-1.7,0.293564844565447,Lsm5,LSM5,LSM5
Lsm6,group2/group1,-0.46,0.314994237542356,Lsm6,LSM6,LSM6
Lsm7,group2/group1,-0.25,0.762065024202353,Lsm7,LSM7,LSM7
Lsm8,group2/group1,-0.21,0.689415832510759,Lsm8,LSM8,LSM8
Lsmem1,group2/group1,-3.41,0.318035305340113,Lsmem1,LSMEM1 C7orf53,LSMEM1
Lsp1,group2/group1,-0.53,0.0549649550917213,Lsp1,LSP1 WP34,LSP1
Lsr,group2/group1,0.34,0.389368172840753,Lsr,LSR ILDR3 LISCH,LSR
Lss,group2/group1,2.4,0.0256660350499787,Lss,LSS OSC,LSS
Lst1,group2/group1,-0.01,0.992006471506101,Lst1,LST1 B144,LST1
Lst1,group2/group1,-0.01,0.992006471506101,Lst1,SLCO1B1 LST1 OATP1B1 OATP2 OATPC SLC21A6,SLCO1B1
Lta,group2/group1,6.31,0.169336764692821,Lta,LTA TNFB TNFSF1,LTA
Lta4h,group2/group1,-0.72,0.117399469587799,Lta4h,LTA4H LTA4,LTA4H
Ltb,group2/group1,0.02,0.995643438978742,Ltb,LTB TNFC TNFSF3,LTB
Ltb4r2,group2/group1,0.0,1.0,Ltb4r2,LTB4R2 BLT2R BLTR2,LTB4R2
Ltbp1,group2/group1,6.48,0.15411849718913,Ltbp1,LTBP1,LTBP1
Ltbp2,group2/group1,3.85,0.326967845418578,Ltbp2,LTBP2 C14orf141 LTBP3,LTBP2
Ltbp3,group2/group1,0.29,0.915391337161364,Ltbp3,LTBP2 C14orf141 LTBP3,LTBP2
Ltbp3,group2/group1,0.29,0.915391337161364,Ltbp3,LTBP3,LTBP3
Ltbp4,group2/group1,7.92,0.000869975026592367,Ltbp4,LTBP4,LTBP4
Ltbp4,group2/group1,7.92,0.000869975026592367,Ltbp4,LTBP4,LTBP4
Ltbr,group2/group1,1.3,0.127482452605925,Ltbr,LTBR D12S370 TNFCR TNFR3 TNFRSF3,LTBR
Ltc4s,group2/group1,-0.19,0.950755386326355,Ltc4s,LTC4S,LTC4S
Ltf,group2/group1,0.0,1.0,Ltf,LTF GIG12 LF,LTF
Ltk,group2/group1,0.0,1.0,Ltk,LTK TYK1,LTK
